@relation 'MW1_fix-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -W -M -1 -D 1 -K 10 -A 2-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 25 {A,B,C,D}
@attribute 18 {A,B,D,C}
@attribute 24 {B,C,D,A}
@attribute 20 {B,C,D,A}
@attribute 21 {A,B,C,D}
@attribute 32 {A,B,C,D}
@attribute 22 {A,B,C,D}
@attribute 33 {A,B,C,D}
@attribute 3 {A,B,C,D}
@attribute 23 {D,C,B,A}
@attribute 36 {A,D,B,C}
@attribute 19 {A,B,C,D}
@attribute 5 {A,B,C,D}
@attribute 31 {A,B,C,D}
@attribute 34 {A,B,C,D}
@attribute 10 {A,B,D,C}
@attribute 29 {A,B,C,D}
@attribute 37 {A,B,C,D}
@attribute 13 {A,B,C,D}
@attribute 2 {A,B,C,D}
@attribute 8 {A,C,D,B}
@attribute 12 {D,C,B,A}
@attribute 16 {A,B,C,D}
@attribute 35 {A,B,D,C}
@attribute 11 {A,B,C,D}
@attribute 7 {A,B,C,D}
@attribute 4 {A,B,C,D}
@attribute 28 {A,B,C,D}
@attribute 6 {A,B,C,D}
@attribute 9 {A,B,C,D}
@attribute 27 {A,B,C,D}
@attribute 30 {B,D,A}
@attribute 1 {A,B,C,D}
@attribute 26 {D,B,C,A}
@attribute 14 {A,C,B,D}
@attribute 15 {A,D}
@attribute 17 {A,B,C,D}
@attribute class {FALSE,TRUE}

@data
A,B,B,B,A,A,A,A,A,D,D,B,A,A,A,A,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,A,C,A,B,B,A,B,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,A,C,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,B,FALSE
B,A,C,C,B,B,B,A,A,B,A,C,A,B,B,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,B,FALSE
A,B,B,B,A,A,A,B,A,D,D,B,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,B,FALSE
A,B,B,B,A,A,A,B,A,D,D,B,A,B,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,C,FALSE
A,A,B,B,A,A,A,A,A,D,D,B,A,A,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,A,A,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,B,A,A,A,B,D,C,A,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,A,C,A,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,B,C,A,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,A,C,A,B,B,A,B,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,A,C,A,B,B,A,B,B,B,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,D,C,C,B,B,B,B,A,B,A,C,A,B,A,A,B,B,B,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,A,A,B,A,C,A,A,B,A,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,C,C,A,A,B,B,A,B,A,A,A,C,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,A,A,B,C,C,A,B,B,B,A,B,A,A,A,C,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,A,A,A,A,C,A,A,B,B,A,A,A,A,A,D,A,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,D,A,B,A,A,B,B,A,B,A,A,A,D,B,A,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,A,C,A,A,A,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,A,C,A,A,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,A,A,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,B,A,B,A,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,A,A,B,A,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,A,B,A,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,A,B,C,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,D,D,B,B,B,B,A,A,A,D,A,C,B,B,B,B,B,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,A,A,B,B,A,A,A,A,C,C,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,A,C,A,A,A,B,A,A,A,A,C,D,A,A,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,D,D,B,A,A,A,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,D,D,B,A,A,B,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,A,C,A,A,B,B,A,A,A,A,D,C,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,A,C,A,A,B,B,A,A,A,A,D,C,A,A,A,A,A,A,A,A,A,D,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,D,D,B,A,A,B,B,A,A,A,A,D,D,A,A,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,D,A,B,A,A,A,B,A,A,A,A,D,D,A,A,B,A,A,A,A,A,A,D,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,A,C,A,A,B,B,A,A,A,A,D,D,A,A,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,A,A,B,B,A,A,A,A,D,D,A,A,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,B,C,A,B,B,A,A,B,A,A,A,B,B,B,A,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,B,B,A,B,A,B,D,C,A,B,B,A,A,B,A,A,A,C,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,A,A,B,D,A,B,C,A,A,B,A,A,A,D,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,A,C,A,B,B,D,A,B,A,A,A,C,B,B,B,B,A,A,A,A,B,B,A,D,A,D,A,FALSE
A,A,B,B,A,A,A,B,A,B,D,C,A,B,B,B,A,B,A,A,A,B,B,B,A,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,A,A,A,B,D,A,B,C,B,B,B,A,A,A,B,B,B,A,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,A,B,A,C,A,B,B,B,A,B,A,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,A,B,D,C,A,B,B,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,D,D,B,B,A,A,A,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,D,D,B,B,A,B,A,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,B,A,B,A,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,A,A,D,D,B,B,A,A,A,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,B,A,A,A,B,D,C,B,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,D,C,B,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,D,C,B,B,C,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,D,C,C,B,B,B,B,A,B,D,C,B,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,A,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,B,D,C,B,B,B,A,B,B,B,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,A,A,B,D,C,B,A,B,B,A,A,A,A,A,C,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,B,A,B,B,A,B,A,A,A,C,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,A,A,B,D,C,B,A,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,A,A,B,D,C,B,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,B,A,B,D,C,B,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,A,A,B,D,C,B,A,B,B,A,A,A,A,C,C,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,B,A,B,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,A,A,D,D,B,B,B,A,A,B,A,A,A,B,B,B,A,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,B,A,B,D,A,A,A,A,D,C,A,B,B,B,A,A,A,A,B,B,A,D,A,D,A,FALSE
B,A,C,C,B,B,B,B,A,B,D,C,B,B,B,B,A,B,A,A,A,C,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,A,A,A,D,D,B,B,C,B,A,B,A,A,A,C,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,A,A,D,D,B,B,C,B,A,B,A,A,A,C,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,B,A,B,B,A,B,A,A,D,B,B,B,A,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
A,A,C,C,A,A,A,A,A,A,D,C,B,A,B,B,A,B,A,A,D,B,B,B,A,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,A,A,A,D,C,B,B,B,B,B,A,B,A,D,C,A,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,B,A,B,B,A,B,A,A,D,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,A,B,D,C,C,B,B,B,B,B,A,A,A,B,B,B,A,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,A,A,B,D,C,A,B,B,A,A,A,A,A,A,D,A,A,A,A,B,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,A,A,D,D,B,A,B,A,A,A,A,A,A,A,D,A,A,A,A,B,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,A,B,D,C,A,A,B,A,A,B,A,A,C,C,B,B,B,B,B,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,A,B,A,B,D,C,A,A,B,A,A,B,B,A,D,B,B,B,B,B,B,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,A,B,D,C,A,B,B,A,A,B,B,A,D,B,B,B,B,B,B,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,D,D,B,C,B,B,A,A,D,D,B,B,B,A,B,B,A,A,A,D,B,B,A,A,B,A,A,A,A,A,A,D,A,A,A,FALSE
B,D,C,C,B,B,B,B,A,B,D,C,B,B,A,A,B,B,B,A,A,D,A,B,A,A,C,A,A,A,A,B,A,D,A,A,A,FALSE
B,D,C,C,B,B,B,B,A,B,D,C,B,B,A,A,B,B,B,A,A,D,A,B,A,A,C,A,A,A,A,B,A,D,A,A,A,TRUE
B,D,C,C,B,B,B,B,A,B,D,C,A,B,B,B,B,B,B,A,A,D,B,B,B,A,D,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,B,D,D,B,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,B,B,A,C,A,A,B,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,A,B,D,D,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,A,B,D,D,B,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,B,D,A,B,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,A,B,B,A,C,A,B,A,A,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,A,B,B,D,C,A,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,B,D,C,B,A,B,A,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,B,B,B,B,B,B,B,B,D,C,A,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,C,C,A,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,TRUE
A,D,B,B,B,A,B,B,B,D,D,B,A,B,A,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,A,A,D,A,B,C,A,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,B,B,B,A,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,B,B,B,D,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,B,B,A,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,A,B,D,D,B,A,A,A,B,B,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,B,A,B,B,B,D,B,B,A,B,A,B,B,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,B,B,B,B,B,B,B,B,D,C,A,B,B,B,B,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,A,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,C,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,TRUE
B,B,C,C,B,B,B,B,B,B,D,C,A,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,A,C,A,B,B,B,B,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,B,C,A,B,B,B,B,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,C,C,A,B,B,B,B,B,B,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,B,D,A,B,A,A,B,B,A,A,A,A,C,D,A,A,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,B,D,A,B,A,A,A,B,A,A,A,A,D,D,A,A,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,B,D,D,B,A,A,A,B,A,A,A,A,D,D,A,A,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,A,B,C,A,B,C,B,B,B,B,A,A,D,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,A,C,A,B,B,B,B,B,B,A,A,D,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,B,C,A,B,C,B,B,B,B,A,A,D,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,A,B,B,A,A,A,A,B,B,A,C,A,A,B,A,A,B,A,A,C,D,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,A,C,A,B,B,A,A,B,A,A,D,D,B,B,B,B,A,A,A,A,A,D,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,B,B,A,C,A,B,B,B,A,B,A,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,B,B,B,C,A,B,B,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,A,C,A,B,B,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,A,C,A,B,B,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,TRUE
B,B,C,C,B,B,B,B,B,B,B,C,A,B,B,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,A,B,B,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,A,C,A,B,B,B,B,B,B,A,B,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,B,D,A,B,A,B,B,B,B,A,A,A,D,D,A,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,B,B,A,C,A,B,B,B,B,B,B,A,D,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,B,D,D,B,B,B,A,A,A,A,A,A,A,D,A,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
A,B,B,B,A,A,A,B,B,D,D,B,B,B,A,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,D,B,B,B,B,B,B,B,D,D,B,B,B,A,A,B,B,A,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,A,A,B,B,B,A,A,D,B,B,A,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,B,B,D,C,B,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,B,B,A,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,B,B,B,B,A,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,B,B,B,B,B,B,B,D,D,B,B,B,A,B,B,B,B,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,B,B,B,B,B,A,A,D,B,B,B,A,A,A,A,A,A,B,A,D,A,A,A,TRUE
A,A,B,B,A,A,A,A,B,B,D,C,B,B,B,B,A,A,A,A,D,D,A,B,B,A,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,C,A,B,B,B,A,A,C,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,B,A,A,B,A,A,A,D,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,B,A,B,B,B,A,A,D,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,C,B,B,B,B,A,A,D,B,B,B,B,A,A,A,A,A,B,A,D,A,A,A,FALSE
B,A,C,C,B,B,B,B,B,A,D,C,B,B,C,B,B,B,A,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,B,B,A,B,A,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,B,D,C,B,B,B,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,A,C,D,B,B,C,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
B,B,C,C,B,B,B,B,B,A,D,D,B,B,C,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,FALSE
C,D,D,D,C,C,C,C,B,B,D,C,B,C,B,B,B,B,B,A,A,D,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,TRUE
B,A,C,C,B,B,B,B,B,A,D,D,C,B,C,B,B,B,B,A,A,C,B,B,B,B,A,B,B,B,B,B,A,D,A,A,A,TRUE
B,B,C,C,B,B,B,B,B,B,D,C,D,B,B,A,B,B,A,A,A,D,B,B,A,A,A,A,A,A,A,A,A,D,A,A,A,TRUE
A,B,B,B,A,A,A,B,B,B,D,C,D,B,B,A,A,B,A,A,A,D,B,B,A,A,A,A,A,A,A,A,A,D,A,A,B,FALSE
